source_doc,main_work,process,sub_process,chunk_id,step_number,text,image_path,has_image,procedure_id,step_counter
JI_103_06_Vision 6 Email.docx,Onboarding Repairers on PartsCheck,Send Vision 6 Email,Send welcome email,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email_008,8,"In Vision 6 Messages, Click the dropdown, and select 'Sales & Marketing Workflow Emails'. You must select the sales & Marketing Workflow Emails",images/JI_103_06_Vision 6 Email_img_0076.png,TRUE,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email,8
JI_103_06_Vision 6 Email.docx,Onboarding Repairers on PartsCheck,Send Vision 6 Email,Send welcome email,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email_009,9,"Open �ORANGE EMAIL - New Rego"" by clicking the Edit button. The email that you need to Edit is in this folder",images/JI_103_06_Vision 6 Email_img_0077.png,TRUE,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email,9
JI_103_06_Vision 6 Email.docx,Onboarding Repairers on PartsCheck,Send Vision 6 Email,Send welcome email,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email_010,10,"To set up the customer's credentials, manually enter the customers PC Username & Password. Copy and Paste from the Support Email or Zendesk ticket for the new registration. Do not add in Business Name. This will be grabbed when selecting the contact later in the steps. ",images/JI_103_06_Vision 6 Email_img_0078.png,TRUE,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email,10
JI_103_06_Vision 6 Email.docx,Onboarding Repairers on PartsCheck,Send Vision 6 Email,Send welcome email,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email_011,11,"Hit Save, then Hit send",images/JI_103_06_Vision 6 Email_img_0079.png,TRUE,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email,11
JI_103_06_Vision 6 Email.docx,Onboarding Repairers on PartsCheck,Send Vision 6 Email,Send welcome email,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email_012,12,"To make sure that it is sending from the correct email address, ensure 'Sender From Name & Sender From Address' are as below, then click Select Contacts.",images/JI_103_06_Vision 6 Email_img_0080.png,TRUE,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email,12
JI_103_06_Vision 6 Email.docx,Onboarding Repairers on PartsCheck,Send Vision 6 Email,Send welcome email,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email_013,13,"Ensure �Contacts Folder"" is set to 'PartsCheck'' and Contacts list 'New Registrations' then select  'Manual Selection'. This will be where the saved contact will be stored, if you do not have the correct folder the contact email won't show up",images/JI_103_06_Vision 6 Email_img_0081.png,TRUE,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email,13
JI_103_06_Vision 6 Email.docx,Onboarding Repairers on PartsCheck,Send Vision 6 Email,Send welcome email,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email_014,14,"Select the customer that will be receiving the email, then select 'Next'",images/JI_103_06_Vision 6 Email_img_0082.png,TRUE,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email,14
JI_103_06_Vision 6 Email.docx,Onboarding Repairers on PartsCheck,Send Vision 6 Email,Send welcome email,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email_015,15,Select Done,images/JI_103_06_Vision 6 Email_img_0083.png,TRUE,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email,15
JI_103_06_Vision 6 Email.docx,Onboarding Repairers on PartsCheck,Send Vision 6 Email,Send welcome email,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email_016,16,Select Preview,images/JI_103_06_Vision 6 Email_img_0084.png,TRUE,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email,16
JI_103_06_Vision 6 Email.docx,Onboarding Repairers on PartsCheck,Send Vision 6 Email,Send welcome email,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email_017,17,"To make sure that the details are correct before sending it through, ensure the Business Name is correct, and the Username & Password is correct. Then close the pop-up window.",images/JI_103_06_Vision 6 Email_img_0085.png,TRUE,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email,17
JI_103_06_Vision 6 Email.docx,Onboarding Repairers on PartsCheck,Send Vision 6 Email,Send welcome email,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email_018,18,Click Review & Send,images/JI_103_06_Vision 6 Email_img_0086.png,TRUE,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email,18
JI_103_06_Vision 6 Email.docx,Onboarding Repairers on PartsCheck,Send Vision 6 Email,Send welcome email,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email_019,19,Review INFO and click SEND,images/JI_103_06_Vision 6 Email_img_0087.png,TRUE,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email,19
JI_103_06_Vision 6 Email.docx,Onboarding Repairers on PartsCheck,Send Vision 6 Email,Send welcome email,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email_020,20,If the business name is having to be manually put in. When you double click on the page. Highlight Business name. This is so that the Business name is grabbed from the contact hat you added in. In the pop up box go to Wildcard and click insert. Save,images/JI_103_06_Vision 6 Email_img_0088.png,TRUE,onb_repairers_on_partscheck_send_vision_6_email_send_welcome_email,20
JI_104_01.10_Quoting_Quotomation.docx,Training Repairers on PartsCheck,Quoting,Quoting in Quotomation,tpc_quoting_quoting_in_quotomation_001,1,Login to your Quotomation Account,,FALSE,tpc_quoting_quoting_in_quotomation,1
JI_104_01.10_Quoting_Quotomation.docx,Training Repairers on PartsCheck,Quoting,Quoting in Quotomation,tpc_quoting_quoting_in_quotomation_002,2,Go to Quote,,FALSE,tpc_quoting_quoting_in_quotomation,2
JI_104_01.10_Quoting_Quotomation.docx,Training Repairers on PartsCheck,Quoting,Quoting in Quotomation,tpc_quoting_quoting_in_quotomation_003,3,Select actions button,,FALSE,tpc_quoting_quoting_in_quotomation,3
JI_104_01.10_Quoting_Quotomation.docx,Training Repairers on PartsCheck,Quoting,Quoting in Quotomation,tpc_quoting_quoting_in_quotomation_004,4,Select parts,,FALSE,tpc_quoting_quoting_in_quotomation,4
JI_104_01.10_Quoting_Quotomation.docx,Training Repairers on PartsCheck,Quoting,Quoting in Quotomation,tpc_quoting_quoting_in_quotomation_005,5,Select launch Parts Check,,FALSE,tpc_quoting_quoting_in_quotomation,5
JI_104_01.10_Quoting_Quotomation.docx,Training Repairers on PartsCheck,Quoting,Quoting in Quotomation,tpc_quoting_quoting_in_quotomation_006,6,Click submit price request,,FALSE,tpc_quoting_quoting_in_quotomation,6
JI_104_01.10_Quoting_Quotomation.docx,Training Repairers on PartsCheck,Quoting,Quoting in Quotomation,tpc_quoting_quoting_in_quotomation_007,7,Confirm parts to quote,,FALSE,tpc_quoting_quoting_in_quotomation,7
JI_104_01.10_Quoting_Quotomation.docx,Training Repairers on PartsCheck,Quoting,Quoting in Quotomation,tpc_quoting_quoting_in_quotomation_008,8,A blue tick confirms the selection,,FALSE,tpc_quoting_quoting_in_quotomation,8
JI_104_01.10_Quoting_Quotomation.docx,Training Repairers on PartsCheck,Quoting,Quoting in Quotomation,tpc_quoting_quoting_in_quotomation_009,9,"Press submit price request to send to Parts Check and the screen will load. Request will be confirmed. Ther are two options to check progression and an in depth lines progression - Confirm request is sent in parts system, Quote card provides history of requests",,FALSE,tpc_quoting_quoting_in_quotomation,9
JI_104_01.10_Quoting_Quotomation.docx,Training Repairers on PartsCheck,Quoting,Quoting in Quotomation,tpc_quoting_quoting_in_quotomation_010,10,To check status - login into Quotimation and select part systems,,FALSE,tpc_quoting_quoting_in_quotomation,10
JI_104_01.10_Quoting_Quotomation.docx,Training Repairers on PartsCheck,Quoting,Quoting in Quotomation,tpc_quoting_quoting_in_quotomation_011,11,Check status of quote and an in depth view by clicking exchanges,,FALSE,tpc_quoting_quoting_in_quotomation,11
JI_104_01.10_Quoting_Quotomation.docx,Training Repairers on PartsCheck,Quoting,Quoting in Quotomation,tpc_quoting_quoting_in_quotomation_012,12,Click on estimate number,,FALSE,tpc_quoting_quoting_in_quotomation,12
JI_104_01.10_Quoting_Quotomation.docx,Training Repairers on PartsCheck,Quoting,Quoting in Quotomation,tpc_quoting_quoting_in_quotomation_013,13,Click on details,,FALSE,tpc_quoting_quoting_in_quotomation,13
JI_104_01.10_Quoting_Quotomation.docx,Training Repairers on PartsCheck,Quoting,Quoting in Quotomation,tpc_quoting_quoting_in_quotomation_014,14,Scroll to the parts section to confirm sync and click on eye icon,,FALSE,tpc_quoting_quoting_in_quotomation,14
JI_104_01.10_Quoting_Quotomation.docx,Training Repairers on PartsCheck,Quoting,Quoting in Quotomation,tpc_quoting_quoting_in_quotomation_015,15,"Check part numbers, list price, buy price, profits and status",,FALSE,tpc_quoting_quoting_in_quotomation,15
JI_104_01.1_Quoting_IBodyshop.docx,Training Repairers on PartsCheck,Quoting,Quoting in IBodyShop,tpc_quoting_quoting_in_ibodyshop_001,1,Go to the Quote in IBodyShop - Click Details. Click Price Parts,images/JI_104_01.1_Quoting_IBodyshop_img_0091.png,TRUE,tpc_quoting_quoting_in_ibodyshop,1
JI_104_01.1_Quoting_IBodyshop.docx,Training Repairers on PartsCheck,Quoting,Quoting in IBodyShop,tpc_quoting_quoting_in_ibodyshop_002,2,Click on Price with PartsCheck,images/JI_104_01.1_Quoting_IBodyshop_img_0092.png,TRUE,tpc_quoting_quoting_in_ibodyshop,2
JI_104_01.1_Quoting_IBodyshop.docx,Training Repairers on PartsCheck,Quoting,Quoting in IBodyShop,tpc_quoting_quoting_in_ibodyshop_003,3,Select Images from the box on the right hand side to send to suppliers. Images give the supplier a visual of the part that you are getting the quote for.,images/JI_104_01.1_Quoting_IBodyshop_img_0093.png,TRUE,tpc_quoting_quoting_in_ibodyshop,3
JI_104_01.1_Quoting_IBodyshop.docx,Training Repairers on PartsCheck,Quoting,Quoting in IBodyShop,tpc_quoting_quoting_in_ibodyshop_004,4,Click on the green tick on the top left hand side. Quote is now sent to Partscheck. Log into Partscheck to continue the process and send off to the supplier.,images/JI_104_01.1_Quoting_IBodyshop_img_0094.png,TRUE,tpc_quoting_quoting_in_ibodyshop,4
JI_104_01.1_Quoting_IBodyshop.docx,Training Repairers on PartsCheck,Quoting,Quoting in IBodyShop,tpc_quoting_quoting_in_ibodyshop_005,5,Click on Price Parts - It will have a green 1 on it.,images/JI_104_01.1_Quoting_IBodyshop_img_0095.png,TRUE,tpc_quoting_quoting_in_ibodyshop,5
JI_104_01.1_Quoting_IBodyshop.docx,Training Repairers on PartsCheck,Quoting,Quoting in IBodyShop,tpc_quoting_quoting_in_ibodyshop_006,6,Click View Prices,images/JI_104_01.1_Quoting_IBodyshop_img_0096.png,TRUE,tpc_quoting_quoting_in_ibodyshop,6
JI_104_01.1_Quoting_IBodyshop.docx,Training Repairers on PartsCheck,Quoting,Quoting in IBodyShop,tpc_quoting_quoting_in_ibodyshop_007,7,Part Numbers and Prices Updated. Once prices are saved in PartsCheck go back into the quote in IBodyshop and Details.,images/JI_104_01.1_Quoting_IBodyshop_img_0097.png,TRUE,tpc_quoting_quoting_in_ibodyshop,7
JI_104_01.2_Quoting_FlexiQuote Cloud.docx,Training Repairers on PartsCheck,Quoting,Quoting in Flexiquote Cloud,tpc_quoting_quoting_in_flexiquote_cloud_001,1,Go to Parts Control on the Quote,images/JI_104_01.2_Quoting_FlexiQuote Cloud_img_0099.png,TRUE,tpc_quoting_quoting_in_flexiquote_cloud,1
JI_104_01.2_Quoting_FlexiQuote Cloud.docx,Training Repairers on PartsCheck,Quoting,Quoting in Flexiquote Cloud,tpc_quoting_quoting_in_flexiquote_cloud_002,2,Click on Price Parts,images/JI_104_01.2_Quoting_FlexiQuote Cloud_img_0100.png,TRUE,tpc_quoting_quoting_in_flexiquote_cloud,2
JI_104_01.2_Quoting_FlexiQuote Cloud.docx,Training Repairers on PartsCheck,Quoting,Quoting in Flexiquote Cloud,tpc_quoting_quoting_in_flexiquote_cloud_003,3,Click on Normal Quote,images/JI_104_01.2_Quoting_FlexiQuote Cloud_img_0101.png,TRUE,tpc_quoting_quoting_in_flexiquote_cloud,3
JI_104_01.2_Quoting_FlexiQuote Cloud.docx,Training Repairers on PartsCheck,Quoting,Quoting in Flexiquote Cloud,tpc_quoting_quoting_in_flexiquote_cloud_004,4,"Click show more/edit. If you have your preferred suppliers list filled out, the suppliers will automatically be selected, and you can unselect the ones that you don't want to send to and select others to send to. To add in other suppliers that you want to send to other then the ones in the preferred suppliers list. You can select the yellow star next to the supplier to add to your preferred suppliers List. By clicking on the yellow star, it will remove them from the Preferred Suppliers List",images/JI_104_01.2_Quoting_FlexiQuote Cloud_img_0102.png,TRUE,tpc_quoting_quoting_in_flexiquote_cloud,4
JI_104_01.2_Quoting_FlexiQuote Cloud.docx,Training Repairers on PartsCheck,Quoting,Quoting in Flexiquote Cloud,tpc_quoting_quoting_in_flexiquote_cloud_005,5,Select the suppliers to send to. Click Save. You can send to 1 OEM and 9 other suppliers,images/JI_104_01.2_Quoting_FlexiQuote Cloud_img_0103.png,TRUE,tpc_quoting_quoting_in_flexiquote_cloud,5
JI_104_01.2_Quoting_FlexiQuote Cloud.docx,Training Repairers on PartsCheck,Quoting,Quoting in Flexiquote Cloud,tpc_quoting_quoting_in_flexiquote_cloud_006,6,Select Day. Select Time. Click to send photos. Add in Comments to send to the supplier. Comments that you put in will go directly to the supplier. Photos allow the suppliers to see the part that you are looking for.,images/JI_104_01.2_Quoting_FlexiQuote Cloud_img_0104.png,TRUE,tpc_quoting_quoting_in_flexiquote_cloud,6
JI_104_01.2_Quoting_FlexiQuote Cloud.docx,Training Repairers on PartsCheck,Quoting,Quoting in Flexiquote Cloud,tpc_quoting_quoting_in_flexiquote_cloud_007,7,Click Submit. Quote is now sent to Suppliers.,images/JI_104_01.2_Quoting_FlexiQuote Cloud_img_0105.png,TRUE,tpc_quoting_quoting_in_flexiquote_cloud,7
JI_104_01.2_Quoting_FlexiQuote Cloud.docx,Training Repairers on PartsCheck,Quoting,Quoting in Flexiquote Cloud,tpc_quoting_quoting_in_flexiquote_cloud_008,8,"Click In Parts Control. Click on Requested. This will take you to PartsCheck, Select the prices that you want in PartsCheck",images/JI_104_01.2_Quoting_FlexiQuote Cloud_img_0106.png,TRUE,tpc_quoting_quoting_in_flexiquote_cloud,8
JI_104_01.2_Quoting_FlexiQuote Cloud.docx,Training Repairers on PartsCheck,Quoting,Quoting in Flexiquote Cloud,tpc_quoting_quoting_in_flexiquote_cloud_009,9,Click Parts Control on Quote. Click Sync Prices,images/JI_104_01.2_Quoting_FlexiQuote Cloud_img_0107.png,TRUE,tpc_quoting_quoting_in_flexiquote_cloud,9
JI_104_01.3_Quoting_FlexiQuote Desktop.docx,Training Repairers on PartsCheck,Quoting,Quoting in Flexiquote Desktop,tpc_quoting_quoting_in_flexiquote_desktop_001,1,Click Parts,images/JI_104_01.3_Quoting_FlexiQuote Desktop_img_0109.png,TRUE,tpc_quoting_quoting_in_flexiquote_desktop,1
JI_104_01.3_Quoting_FlexiQuote Desktop.docx,Training Repairers on PartsCheck,Quoting,Quoting in Flexiquote Desktop,tpc_quoting_quoting_in_flexiquote_desktop_002,2,Click ExportTo PartsCheck.com.au,images/JI_104_01.3_Quoting_FlexiQuote Desktop_img_0110.png,TRUE,tpc_quoting_quoting_in_flexiquote_desktop,2
JI_104_01.3_Quoting_FlexiQuote Desktop.docx,Training Repairers on PartsCheck,Quoting,Quoting in Flexiquote Desktop,tpc_quoting_quoting_in_flexiquote_desktop_003,3,Click on Yes to Transfer Images,images/JI_104_01.3_Quoting_FlexiQuote Desktop_img_0111.png,TRUE,tpc_quoting_quoting_in_flexiquote_desktop,3
JI_104_01.3_Quoting_FlexiQuote Desktop.docx,Training Repairers on PartsCheck,Quoting,Quoting in Flexiquote Desktop,tpc_quoting_quoting_in_flexiquote_desktop_004,4,Click Export Selected Images,images/JI_104_01.3_Quoting_FlexiQuote Desktop_img_0112.png,TRUE,tpc_quoting_quoting_in_flexiquote_desktop,4
JI_104_01.3_Quoting_FlexiQuote Desktop.docx,Training Repairers on PartsCheck,Quoting,Quoting in Flexiquote Desktop,tpc_quoting_quoting_in_flexiquote_desktop_005,5,Open the Quote In FlexiQuote. Click Parts,images/JI_104_01.3_Quoting_FlexiQuote Desktop_img_0113.png,TRUE,tpc_quoting_quoting_in_flexiquote_desktop,5
JI_104_01.3_Quoting_FlexiQuote Desktop.docx,Training Repairers on PartsCheck,Quoting,Quoting in Flexiquote Desktop,tpc_quoting_quoting_in_flexiquote_desktop_006,6,Click Import from PartsCheck.com.au. Prices Updated,images/JI_104_01.3_Quoting_FlexiQuote Desktop_img_0114.png,TRUE,tpc_quoting_quoting_in_flexiquote_desktop,6
JI_104_01.4_Quoting_Business Manager.docx,Training Repairers on PartsCheck,Quoting,Quoting in Business Manager,tpc_quoting_quoting_in_business_manager_001,1,Click on Job details tab. Left click on the green tick. Click confirm to send. Updating prices and Part numbers with Business Manager,images/JI_104_01.4_Quoting_Business Manager_img_0117.png,TRUE,tpc_quoting_quoting_in_business_manager,1
JI_104_01.4_Quoting_Business Manager.docx,Training Repairers on PartsCheck,Quoting,Quoting in Business Manager,tpc_quoting_quoting_in_business_manager_002,2,Right Click on the green arrow,images/JI_104_01.4_Quoting_Business Manager_img_0118.png,TRUE,tpc_quoting_quoting_in_business_manager,2
JI_104_01.4_Quoting_Business Manager.docx,Training Repairers on PartsCheck,Quoting,Quoting in Business Manager,tpc_quoting_quoting_in_business_manager_003,3,Click yes,images/JI_104_01.4_Quoting_Business Manager_img_0119.png,TRUE,tpc_quoting_quoting_in_business_manager,3
JI_104_01.4_Quoting_Business Manager.docx,Training Repairers on PartsCheck,Quoting,Quoting in Business Manager,tpc_quoting_quoting_in_business_manager_004,4,Part numbers and prices are now updated.,images/JI_104_01.4_Quoting_Business Manager_img_0120.png,TRUE,tpc_quoting_quoting_in_business_manager,4
JI_104_01.5_Quoting_AutoQuote.docx,Training Repairers on PartsCheck,Quoting,Quoting in Autoquote,tpc_quoting_quoting_in_autoquote_001,1,Once parts have been added in Auto Quote. Log into PartsCheck,images/JI_104_01.5_Quoting_AutoQuote_img_0122.png,TRUE,tpc_quoting_quoting_in_autoquote,1
JI_104_01.5_Quoting_AutoQuote.docx,Training Repairers on PartsCheck,Quoting,Quoting in Autoquote,tpc_quoting_quoting_in_autoquote_002,2,Go to Get Price and the enter in the quote number and hit Import. Updating prices and Part numbers with AutoQuote,images/JI_104_01.5_Quoting_AutoQuote_img_0123.png,TRUE,tpc_quoting_quoting_in_autoquote,2
JI_104_01.5_Quoting_AutoQuote.docx,Training Repairers on PartsCheck,Quoting,Quoting in Autoquote,tpc_quoting_quoting_in_autoquote_003,3,AutoQuote will update automatically once prices are saved.,images/JI_104_01.5_Quoting_AutoQuote_img_0124.png,TRUE,tpc_quoting_quoting_in_autoquote,3
JI_104_01.6_Quoting_VQS.docx,Training Repairers on PartsCheck,Quoting,Quoting in VQS,tpc_quoting_quoting_in_vqs_001,1,VQS iGen  - Sending Quotes to PartsCheck. Right Click on the mouse. Select Export To PartsCheck,images/JI_104_01.6_Quoting_VQS_img_0126.png,TRUE,tpc_quoting_quoting_in_vqs,1
JI_104_01.6_Quoting_VQS.docx,Training Repairers on PartsCheck,Quoting,Quoting in VQS,tpc_quoting_quoting_in_vqs_002,2,Click OK,images/JI_104_01.6_Quoting_VQS_img_0127.png,TRUE,tpc_quoting_quoting_in_vqs,2
JI_104_01.6_Quoting_VQS.docx,Training Repairers on PartsCheck,Quoting,Quoting in VQS,tpc_quoting_quoting_in_vqs_003,3,Updating Prices from PartsCheck. Right Click on Screen. Click Dwnload prices from Patscheck. Prices and part numbers updated,images/JI_104_01.6_Quoting_VQS_img_0128.png,TRUE,tpc_quoting_quoting_in_vqs,3
JI_104_01.7_Quoting_Panel and Paint.docx,Training Repairers on PartsCheck,Quoting,Quoting in Panel N Paint,tpc_quoting_quoting_in_panel_n_paint_001,1,Exporting from Panel N Paint/ Hot Start. Click on Imaging Button,images/JI_104_01.7_Quoting_Panel and Paint_img_0130.png,TRUE,tpc_quoting_quoting_in_panel_n_paint,1
JI_104_01.7_Quoting_Panel and Paint.docx,Training Repairers on PartsCheck,Quoting,Quoting in Panel N Paint,tpc_quoting_quoting_in_panel_n_paint_002,2,Select Images to Send to PartsCheck,images/JI_104_01.7_Quoting_Panel and Paint_img_0131.png,TRUE,tpc_quoting_quoting_in_panel_n_paint,2
JI_104_01.7_Quoting_Panel and Paint.docx,Training Repairers on PartsCheck,Quoting,Quoting in Panel N Paint,tpc_quoting_quoting_in_panel_n_paint_003,3,Press Custom Send (F7),images/JI_104_01.7_Quoting_Panel and Paint_img_0132.png,TRUE,tpc_quoting_quoting_in_panel_n_paint,3
JI_104_01.7_Quoting_Panel and Paint.docx,Training Repairers on PartsCheck,Quoting,Quoting in Panel N Paint,tpc_quoting_quoting_in_panel_n_paint_004,4,Select PartsCheck,images/JI_104_01.7_Quoting_Panel and Paint_img_0133.png,TRUE,tpc_quoting_quoting_in_panel_n_paint,4
JI_104_01.7_Quoting_Panel and Paint.docx,Training Repairers on PartsCheck,Quoting,Quoting in Panel N Paint,tpc_quoting_quoting_in_panel_n_paint_005,5,Importing Panel n Paint. Select Estiamte then Estimate Lines (F3). A popup will appear -  New information importing. Part numbers and Prices have now been updated.,images/JI_104_01.7_Quoting_Panel and Paint_img_0134.png,TRUE,tpc_quoting_quoting_in_panel_n_paint,5
JI_104_01.8_Quoting_Crashzone.docx,Training Repairers on PartsCheck,Quoting,Quoting in Crashzone,tpc_quoting_quoting_in_crashzone_001,1,"Sending From Crashzone to PartsCheck - Add the vehicle details such as registration, make and VIN number. This is to make sure that the correct information is going over to PartsCheck for the suppliers to Quote on.",images/JI_104_01.8_Quoting_Crashzone_img_0136.png,TRUE,tpc_quoting_quoting_in_crashzone,1
JI_104_01.8_Quoting_Crashzone.docx,Training Repairers on PartsCheck,Quoting,Quoting in Crashzone,tpc_quoting_quoting_in_crashzone_002,2,Click on the Parts Tab. Filling in the parts that you require for the job.,images/JI_104_01.8_Quoting_Crashzone_img_0137.png,TRUE,tpc_quoting_quoting_in_crashzone,2
JI_104_01.8_Quoting_Crashzone.docx,Training Repairers on PartsCheck,Quoting,Quoting in Crashzone,tpc_quoting_quoting_in_crashzone_003,3,Click on Details Tab once finished filling in parts.. Click on the PartsCheck button. Tick the images box. Must add in all details to make sure the correct information goes over to Partscheck.,images/JI_104_01.8_Quoting_Crashzone_img_0138.png,TRUE,tpc_quoting_quoting_in_crashzone,3
JI_104_01.8_Quoting_Crashzone.docx,Training Repairers on PartsCheck,Quoting,Quoting in Crashzone,tpc_quoting_quoting_in_crashzone_004,4,"Updating prices and Part numbers with Crashzone -Open the Quote in Crashzone. Click on Parts Tab. Click on PartsCheck button. This will update the quote in Crashzone with the selections made from PartsCheck. Bringing back the part numbers and prices, means they do not have to manually input them.",images/JI_104_01.8_Quoting_Crashzone_img_0139.png,TRUE,tpc_quoting_quoting_in_crashzone,4
JI_104_01.9_Quoting_CarQuote.docx,Training Repairers on PartsCheck,Quoting,Quoting in Carquote,tpc_quoting_quoting_in_carquote_001,1,CarQuote. Click Select all,images/JI_104_01.9_Quoting_CarQuote_img_0141.png,TRUE,tpc_quoting_quoting_in_carquote,1
JI_104_01.9_Quoting_CarQuote.docx,Training Repairers on PartsCheck,Quoting,Quoting in Carquote,tpc_quoting_quoting_in_carquote_002,2,Click PartsCheck. Click Submit Parts to be checked. Now go to Partscheck website,images/JI_104_01.9_Quoting_CarQuote_img_0142.png,TRUE,tpc_quoting_quoting_in_carquote,2
JI_104_01.9_Quoting_CarQuote.docx,Training Repairers on PartsCheck,Quoting,Quoting in Carquote,tpc_quoting_quoting_in_carquote_003,3,Once prices are slected in PartsCheck. Click PartsCheck,images/JI_104_01.9_Quoting_CarQuote_img_0143.png,TRUE,tpc_quoting_quoting_in_carquote,3
JI_104_01.9_Quoting_CarQuote.docx,Training Repairers on PartsCheck,Quoting,Quoting in Carquote,tpc_quoting_quoting_in_carquote_004,4,Click Get Price Updates. Prices Updated,images/JI_104_01.9_Quoting_CarQuote_img_0144.png,TRUE,tpc_quoting_quoting_in_carquote,4
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_001,1,"Use AnyDesk or TeamViewer to remotely access the customer's computer. TeamViewer link can be accessed via ""My PartsCheck"" menu in top right corner once logged in or via bottom of main webpage.",images/JI_104_01_Quoting_img_0147.png,TRUE,tpc_quoting_quoting_in_partscheck,1
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_002,2,Login to PartsCheck. Enter user information in the pop-up window. This allows individuals to be notified of their quotes being returned,images/JI_104_01_Quoting_img_0148.png,TRUE,tpc_quoting_quoting_in_partscheck,2
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_003,3,"Adding User - Type Surname. Enter Estimator. Type position/role of staff member. Type Email address. Type mobile number. Click Create User. Adding this information allows you to keep track of who is working on or has completed the quote. It also gives you the option to select a user to be notified when the quote is ready, or, in the case of a direct purchase, to receive updates when the item is on its way.",images/JI_104_01_Quoting_img_0149.png,TRUE,tpc_quoting_quoting_in_partscheck,3
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_004,4,User Created - Check and Amend if Required. Click on User up the top.,images/JI_104_01_Quoting_img_0150.png,TRUE,tpc_quoting_quoting_in_partscheck,4
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_005,5,Click Edit. To delete the user - click delete,images/JI_104_01_Quoting_img_0151.png,TRUE,tpc_quoting_quoting_in_partscheck,5
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_006,6,"On the home screen, click GET PRICE. This step begins the process of requesting a quote from your supplier.",images/JI_104_01_Quoting_img_0154.png,TRUE,tpc_quoting_quoting_in_partscheck,6
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_007,7,Or Click on Send Quotes,images/JI_104_01_Quoting_img_0155.png,TRUE,tpc_quoting_quoting_in_partscheck,7
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_008,8,"If sending from a quote package, click FROM QUOTE PACKAGE, then select the quote you want to send. Your quote package automatically fills in the details for this step, so you don't need to re-enter any information.",images/JI_104_01_Quoting_img_0156.png,TRUE,tpc_quoting_quoting_in_partscheck,8
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_009,9,"If no quote package exists, manually start a new quote by clicking NEW QUOTE",images/JI_104_01_Quoting_img_0157.png,TRUE,tpc_quoting_quoting_in_partscheck,9
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_010,10,"Enter or confirm all required information. Complete every field marked with a red asterisk (*). When finished, click NEXT to continue. Comments entered here will appear to the supplier. Try to be as detailed as possible. Completing this step carefully helps suppliers accurately quote the parts you need. Clear and complete information reduces the chance of errors, follow-up questions, and delays in receiving your quote.",images/JI_104_01_Quoting_img_0158.png,TRUE,tpc_quoting_quoting_in_partscheck,10
